293,9
294,16
295,7
296,27
297,24
298,7
299,2
300,27
301,24
302,23
303,26
304,30
305,24
306,6
307,16
308,21
309,3
310,28
311,1
312,1
313,19
314,25
315,6
316,21
317,5
318,28
319,10
320,3
321,4
322,21
323,21
324,12
325,8
326,29
327,6
328,3
329,29
330,17
331,21
332,8
333,25
334,10
335,26
336,13
337,15
338,21
339,18
340,4
341,14
342,3
343,2
344,3
345,23
346,2
347,23
348,26
349,18
350,27
351,2
352,15
353,14
354,4
355,3
356,23
357,27
358,7
359,15
360,28
361,29
362,17
363,28
364,20
365,14
366,12
367,3
368,2
369,14
370,8
371,29
372,22
373,14
374,15
375,30
376,27
377,1
378,25
379,21
380,11
381,24
382,12
383,21
384,11
385,27
386,19
387,16
388,30
389,27
390,11
391,26
392,18
393,3
394,2
395,14
396,10
397,13
398,28
399,13
400,16
401,14
402,23
403,1
404,22
405,15
406,7
407,12
408,16
409,1
410,8
411,22
412,15
413,4
414,19
415,7
416,19
417,7
418,10
419,30
420,21
421,23
422,22
423,10
424,8
425,19
426,1
427,11
428,30
429,21
430,18
431,27
432,13
433,2
434,11
435,2
436,21
437,1
438,29
439,18
440,9
441,21
442,23
443,23
444,21
445,14
446,2
447,3
448,28
449,12
450,9
451,3
452,5
453,15
454,9
455,23
456,10
457,28
458,10
459,28
460,25
461,28
462,16
463,12
464,1
465,29
466,2
467,4
468,21
469,29
470,25
471,8
472,21
473,16
474,23
475,7
476,29
477,26
478,23
479,30
480,19
481,19
482,1
483,6
484,27
485,23
486,28
487,4
488,3
489,10
490,21
491,16
492,6
493,23
494,19
495,2
496,6
497,5
498,21
499,7
500,16
501,27
502,3
503,2
504,3
505,2
506,23
507,25
508,18
509,4
510,22
511,19
512,15
513,14
514,30
515,13
516,29
517,13
518,23
519,5
520,23
521,17
522,12
523,5
524,2
525,9
526,1
527,27
528,12
529,16
530,26
531,23
532,6
533,3
534,24
535,18
536,19
537,28
538,4
539,9
540,7
541,25
542,30
543,26
544,23
545,5
546,23
547,14
548,14
549,3
550,15
551,2
552,2
553,8
554,25
555,25
556,2
557,27
558,7
559,24
560,11
561,6
562,21
563,25
564,1
565,25
566,24
567,27
568,23
569,3
570,23
571,21
572,26
573,17
574,16
575,24
576,18
577,14
578,8
579,2
580,8
581,23
582,27
583,7
584,6
585,21
586,23
587,7
588,23
589,23
590,4
591,28
592,4
593,14
594,2
595,21
596,19
597,26
598,21
599,21
600,4
601,23
602,19
603,23
604,23
605,26
606,8
607,18
608,8
609,12
610,11
611,11
612,7
613,21
614,21
615,14
616,2
617,27
618,17
619,16
620,2
621,7
622,11
623,24
624,23
625,18
626,27
627,1
628,1
629,21
630,27
631,30
632,7
633,24
634,5
635,23
636,1
637,18
638,16
639,27
640,7
641,17
642,26
643,2
644,27
645,11
646,21
647,5
648,6
649,5
650,19
651,14
652,23
653,26
654,2
655,5
656,18
657,8
658,18
659,28
660,19
661,2
662,21
663,1
664,7
665,24
666,11
667,2
668,17
669,6
670,30
671,14
672,11
673,1
674,17
675,8
676,26
677,30
678,2
679,27
680,23
681,8
682,6
683,24
684,21
685,11
686,16
687,26
688,9
689,5
690,26
691,2
692,18
693,21
694,3
695,27
696,6
697,14
698,30
699,1
700,23
701,2
702,14
703,8
704,17
705,8
706,1
707,11
708,1
709,16
710,30
711,3
712,23
713,16
714,11
715,23
716,24
717,27
718,26
719,3
720,21
721,14
722,2
723,23
724,14
725,11
726,18
727,2
728,5
729,26
730,5
731,21
732,21
733,26
734,18
735,2
736,27
737,3
738,23
739,5
740,21
741,8
742,21
743,23
744,26
745,16
746,3
747,5
748,23
749,6
750,16
751,7
752,6
753,28
754,7
755,8
756,21
757,8
758,14
759,7
760,14
761,23
762,23
763,14
764,16
765,27
766,18
767,27
768,27
769,27
770,21
771,18
772,8
773,28
774,16
775,23
776,7
777,16
778,3
779,16
780,26
781,28
782,8
783,18
784,21
785,7
786,16
787,23
788,18
789,2
790,28
791,7
792,1
793,3
794,26
795,3
796,16
797,18
798,23
799,7
800,8
801,14
802,1
803,21
804,27
805,23
806,3
807,3
808,18
809,21
810,2
811,1
812,14
813,14
814,8
815,6
816,27
817,2
818,14
819,28
820,2
821,14
822,6
823,6
824,3
825,14
826,1
827,14
828,27
829,27
830,27
831,14
832,8
833,28
834,27
835,21
836,18
837,2
838,2
839,3
840,27
841,16
842,8
843,2
844,27
845,8
846,1
847,3
848,8
849,2
850,18
851,21
852,27
853,27
854,21
855,3
856,23
857,27
858,7
859,21
860,2
861,18
862,2
863,21
864,3
865,21
866,23
867,3
868,23
869,23
870,2
871,18
872,21
873,2
874,21
875,3
876,23
877,2
878,18
879,3
880,23
881,1
882,14
883,3
884,2
885,18
886,21
887,16
888,21
889,21
890,7
891,6
892,2
893,16
894,21
895,3
896,6
897,21
898,7
899,21
900,7
901,7
902,27
903,14
904,3
905,21
906,2
907,7
908,23
909,27
910,3
911,8
912,23
913,3
914,27
915,21
916,2
917,23
918,21
919,21
920,23
921,23
922,23
923,3
924,2
925,7
926,7
927,1
928,16
929,21
930,8
931,8
932,1
933,16
934,23
935,14
936,27
937,3
938,14
939,7
940,21
941,1
942,8
943,3
944,23
945,1
946,27
947,7
948,27
949,2
950,14
951,16
952,27
953,23
954,14
955,14
956,23
957,8
958,14
959,27
960,23
961,27
962,14
963,14
964,14
965,23
966,23
967,21
968,23
969,21
970,27
971,21
972,23
973,2
974,2
975,27
976,14
977,2
978,3
979,3
980,21
981,2
982,23
983,2
984,27
985,23
986,23
987,27
988,27
989,27
990,21
991,27
992,3
993,3
994,27
995,27
996,2
997,23
998,3
999,23
1000,23
